,name,movie_acted,num_of_movie,sum_score,sum_nor_popularity,avg_score,avg_nor_popularity,nor_movie_count,scaled_avg_score
41072,Maggie Morgan,['tm1176905'],1,6.4,0.42,6.4,0.42,0.0,0.64
41073,John August,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41074,Anna Bogutskaya,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41075,David Edelstein,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41076,Aisha Harris,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41077,Jack Howard,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41078,Ellen E. Jones,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41079,James King,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41080,Franklin Leonard,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41081,Kim Newman,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41082,Amy Nicholson,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41083,Helen O'Hara,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41084,Daniel Pemberton,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41085,Nathan Rabin,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41086,Caspar Salmon,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41087,James Schamus,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41088,Anna Smith,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41089,Francine Stock,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41090,William H. Hays,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41091,Joseph I. Breen,['tm1106806'],1,6.05,0.5,6.05,0.5,0.0,0.6
41092,Pitawat Pruekkit,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41093,Isara Kitnitchi,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41094,Kyutae Sim,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41095,Khunnapat Pichetworawut,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41096,Ploypailin Thangprapaporn,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41097,Nopachai Chaiyanam,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41098,Naymyo Thant,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41099,Jonathan Holman,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41100,Peeraphon Tiancharoen,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41101,Apiwich Reardon,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41102,Suttasit Pottasak,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41103,Oravara Rattanakorn,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41104,Orn-Arnin Peerachakajornpatt,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41105,Natee Ngamneawprom,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41106,Attapol Kaithong,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41107,Tananat Sukjarearn,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41108,Phayao Nimma,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41109,Tanyapat Koonchorn Na Ayudthaya,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41110,Willy Zogo,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41111,Phontharis Chotkijsadarsopon,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41112,Pumin Chinaradee,['tm1119136'],1,5.35,0.36,5.35,0.36,0.0,0.54
41113,Earthquake,['tm1174856'],1,6.5,0.42,6.5,0.42,0.0,0.65
41114,Nam Da-reum,['tm810494'],1,5.699999999999999,0.59,5.699999999999999,0.59,0.0,0.57
41115,Kim You-jung,['tm810494'],1,5.699999999999999,0.59,5.699999999999999,0.59,0.0,0.57
41116,Kim Dong-young,['tm810494'],1,5.699999999999999,0.59,5.699999999999999,0.59,0.0,0.57
41117,Lee Eol,['tm810494'],1,5.699999999999999,0.59,5.699999999999999,0.59,0.0,0.57
41118,Ryoo Sung-hyun,['tm810494'],1,5.699999999999999,0.59,5.699999999999999,0.59,0.0,0.57
41119,Frank Lammers,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41120,Elise Schaap,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41121,Huub Stapel,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41122,Monic Hendrickx,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41123,Maarten Heijmans,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41124,Yannick van de Velde,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41125,Tim Linde,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41126,Olaf Ait Tami,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41127,Adison dos Reis,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41128,Juliette van Ardenne,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41129,Mike Weerts,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41130,Bram Blankestijn,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41131,Benny Claessens,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41132,Marius Mensink,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41133,Tim Haars,['tm1029256'],1,6.9,0.62,6.9,0.62,0.0,0.69
41134,Amparo Grisales,['tm1144693'],1,5.25,0.56,5.25,0.56,0.0,0.52
41135,Cecilia Navia,['tm1144693'],1,5.25,0.56,5.25,0.56,0.0,0.52
41136,Michell Orozco,['tm1144693'],1,5.25,0.56,5.25,0.56,0.0,0.52
41137,Cristián David Duque,['tm1144693'],1,5.25,0.56,5.25,0.56,0.0,0.52
41138,Andrés de la Mora,['tm1144693'],1,5.25,0.56,5.25,0.56,0.0,0.52
41139,Rafaella Chávez,['tm1144693'],1,5.25,0.56,5.25,0.56,0.0,0.52
41140,Armando Ortíz,['tm1144693'],1,5.25,0.56,5.25,0.56,0.0,0.52
41141,Bhagyashree,"['tm1000619', 'tm855340']",2,10.85,1.15,5.425000000000001,0.575,0.22,0.54
41142,Krishnam Raju,['tm1000619'],1,5.4,0.59,5.4,0.59,0.0,0.54
41143,Riddhi Kumar,['tm1000619'],1,5.4,0.59,5.4,0.59,0.0,0.54
41144,Mahati Bikshu,['tm1000619'],1,5.4,0.59,5.4,0.59,0.0,0.54
41145,Surya Bhagawan Das,['tm1000619'],1,5.4,0.59,5.4,0.59,0.0,0.54
41146,Mandava Sai Kumar,['tm1000619'],1,5.4,0.59,5.4,0.59,0.0,0.54
41147,Henry Lawfull,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41148,Stephen Merchant,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41149,Rune Temte,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41150,Indica Watson,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41151,Philip Lenkowsky,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41152,Perveen Hussain,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41153,Abiola Ogunbiyi,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41154,Kendrick Roger Ong,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41155,Rishi Kuppa,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41156,Carol MacReady,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41157,Isabella O’Sullivan,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41158,Ayomide Garrick,['tm675820'],1,7.1,0.68,7.1,0.68,0.0,0.71
41159,Mikołaj Roznerski,['tm1185506'],1,4.8,0.48,4.8,0.48,0.0,0.48
41160,Dorota Landowska,['tm1185506'],1,4.8,0.48,4.8,0.48,0.0,0.48
41161,Elżbieta Trzaskoś,['tm1185506'],1,4.8,0.48,4.8,0.48,0.0,0.48
41162,Magdalena Schejbal,['tm1185506'],1,4.8,0.48,4.8,0.48,0.0,0.48
41163,Jan Kardasiński,['tm1185506'],1,4.8,0.48,4.8,0.48,0.0,0.48
41164,Piotr Polk,['tm1185506'],1,4.8,0.48,4.8,0.48,0.0,0.48
41165,Mariusz Wach,['tm1185506'],1,4.8,0.48,4.8,0.48,0.0,0.48
41166,Adam Małysz,['tm1185506'],1,4.8,0.48,4.8,0.48,0.0,0.48
41167,Tomasz Zietek,['tm1083068'],1,6.75,0.55,6.75,0.55,0.0,0.68
41168,Hubert Miłkowski,['tm1083068'],1,6.75,0.55,6.75,0.55,0.0,0.68
41169,Adrianna Chlebicka,"['tm1083068', 'tm1000185']",2,12.35,1.09,6.175,0.545,0.22,0.62
41170,Tomasz Schuchardt,['tm1083068'],1,6.75,0.55,6.75,0.55,0.0,0.68
41171,Marek Kalita,['tm1083068'],1,6.75,0.55,6.75,0.55,0.0,0.68
41172,Piotr Trojan,['tm1083068'],1,6.75,0.55,6.75,0.55,0.0,0.68
41173,Jacek Poniedziałek,['tm1083068'],1,6.75,0.55,6.75,0.55,0.0,0.68
41174,Agnieszka Suchora,['tm1083068'],1,6.75,0.55,6.75,0.55,0.0,0.68
41175,Tomasz Włosok,"['tm1083068', 'tm1143058', 'tm1054462']",3,18.95,1.4900000000000002,6.316666666666666,0.4966666666666667,0.34,0.63
41176,Jayant Sawarkar,['tm466544'],1,6.0,0.75,6.0,0.75,0.0,0.6
41177,Pradeep Kabra,['tm466544'],1,6.0,0.75,6.0,0.75,0.0,0.6
41178,Siddharth Jadhav,['tm466544'],1,6.0,0.75,6.0,0.75,0.0,0.6
41179,Mukesh,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41180,Saikumar,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41181,Asha Sarath,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41182,Ramesh Pisharody,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41183,Ravikumar,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41184,Ansiba Hassan,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41185,Malavika Menon,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41186,Harish Raju,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41187,Idavela Babu,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41188,Sudev Nair,"['tm448707', 'tm1022912']",2,12.55,0.92,6.275,0.46,0.22,0.63
41189,Alexander Prasanth,"['tm448707', 'tm1022912', 'tm1173806']",3,20.0,1.37,6.666666666666667,0.4566666666666667,0.34,0.67
41190,Jayakrishnan,"['tm448707', 'tm1022912']",2,12.55,0.92,6.275,0.46,0.22,0.63
41191,Azees Nedumangad,"['tm448707', 'tm1022912']",2,12.55,0.92,6.275,0.46,0.22,0.63
41192,Chandhu Karamana,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41193,Malavika Nair,['tm448707'],1,6.05,0.46,6.05,0.46,0.0,0.6
41194,Ayla Rae Neal,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41195,Sonya Krueger,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41196,Ashley Angione,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41197,Tickwanya Jones,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41198,Paris Anderson,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41199,Sabrina Fest,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41200,Sarah J. Bartholomew,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41201,Tommi Rose,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41202,Frankie Kevich,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41203,Jessica Ruth Bell,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41204,Adrienne Sterman,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41205,Ashley Luren Nichol,['tm1111717'],1,5.35,0.5,5.35,0.5,0.0,0.54
41206,Axel Schmidt,['tm1111920'],1,8.05,0.42,8.05,0.42,0.0,0.81
41207,Pavel Mayer,['tm1111920'],1,8.05,0.42,8.05,0.42,0.0,0.81
41208,Gerd Grüneis,['tm1111920'],1,8.05,0.42,8.05,0.42,0.0,0.81
41209,Susanne Jaschko,['tm1111920'],1,8.05,0.42,8.05,0.42,0.0,0.81
41210,Martin Silbernagl,['tm1111920'],1,8.05,0.42,8.05,0.42,0.0,0.81
41211,Joachim Sauter,['tm1111920'],1,8.05,0.42,8.05,0.42,0.0,0.81
41212,Robert Thalheim,['tm1111920'],1,8.05,0.42,8.05,0.42,0.0,0.81
41213,Oliver Ziegenbalg,['tm1111920'],1,8.05,0.42,8.05,0.42,0.0,0.81
41214,Rachel Sanchita Gupta,['tm950444'],1,7.05,0.55,7.05,0.55,0.0,0.7
41215,Amy Maghera,['tm950444'],1,7.05,0.55,7.05,0.55,0.0,0.7
41216,Shafin Patel,['tm950444'],1,7.05,0.55,7.05,0.55,0.0,0.7
41217,Anurag Arora,"['tm950444', 'tm1001095']",2,11.65,1.07,5.824999999999999,0.535,0.22,0.58
41218,Jonathan Readwin,['tm950444'],1,7.05,0.55,7.05,0.55,0.0,0.7
41219,Ankit Rao,['tm950444'],1,7.05,0.55,7.05,0.55,0.0,0.7
41220,Ambrish Saxena,['tm950444'],1,7.05,0.55,7.05,0.55,0.0,0.7
41221,Sohan Suhalka,['tm950444'],1,7.05,0.55,7.05,0.55,0.0,0.7
41222,Sahidur Rahaman,['tm950444'],1,7.05,0.55,7.05,0.55,0.0,0.7
41223,Damien Laquet,['tm1108010'],1,6.9,0.49,6.9,0.49,0.0,0.69
41224,Alyssa Chia,['tm1098514'],1,6.9,0.48,6.9,0.48,0.0,0.69
41225,Gingle Wang,['tm1098514'],1,6.9,0.48,6.9,0.48,0.0,0.69
41226,Lee-zen Lee,['tm1098514'],1,6.9,0.48,6.9,0.48,0.0,0.69
41227,Shau-Ching Sung,['tm1098514'],1,6.9,0.48,6.9,0.48,0.0,0.69
41228,Liang-Tso Liu,['tm1098514'],1,6.9,0.48,6.9,0.48,0.0,0.69
41229,Tiffany Hsu,"['tm1098514', 'tm1001619']",2,14.0,0.94,7.0,0.47,0.22,0.7
41230,Isabella Ragonese,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41231,Alessio Boni,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41232,Sandra Toffolatti,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41233,Roberto Zibetti,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41234,Miro Landoni,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41235,Andrea Bruschi,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41236,Augusto Zucchi,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41237,Gloria Bellicchi,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41238,Silvia Cohen,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41239,Chiara Bono,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41240,Priscilla Abate,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41241,Lorenzo Acquaviva,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41242,Donatella Bartoli,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41243,Alicia Chiesa,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41244,Angela Ciaburri,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41245,Fabrizio Croci,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41246,Giovanni De Giorgi,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41247,Crystal Deglaudi,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41248,Giulia Eugeni,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41249,Guglielmo Favilla,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41250,Nicole Fornaro,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41251,Aiman Machhour,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41252,Francesco Meoni,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41253,Damiano Olivieri,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41254,Filippo Olivieri,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41255,Nicola Pensabene,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41256,Lucio Provenza,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41257,Guido Roncalli,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41258,Roberto Sbaratto,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41259,Natale Stefani,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41260,Federico Tolardo,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41261,Stefano Venturi,['tm1108621'],1,6.25,0.57,6.25,0.57,0.0,0.62
41262,Neelay Mehendale,['tm1127479'],1,6.6,0.48,6.6,0.48,0.0,0.66
41263,Anjali Sivaraman,['tm1127479'],1,6.6,0.48,6.6,0.48,0.0,0.66
41264,Anant Joshi,['tm1127479'],1,6.6,0.48,6.6,0.48,0.0,0.66
41265,Poornima Indrajith,['tm1127479'],1,6.6,0.48,6.6,0.48,0.0,0.66
41266,Jonah Hauer-King,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41267,River Alexander,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41268,Chase Vacnin,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41269,Raquel Castro,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41270,Madelyn Cline,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41271,Daniel Sauli,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41272,Lea DiMarchi,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41273,Isabella Pisacane,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41274,Constantine Rousouli,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41275,Frankie Montero,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41276,Millie Torchetti,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41277,Lee Garrett,['tm433048'],1,6.300000000000001,0.44,6.300000000000001,0.44,0.0,0.63
41278,Alice Pagani,['tm972519'],1,4.15,0.51,4.15,0.51,0.0,0.42
41279,Rocco Fasano,['tm972519'],1,4.15,0.51,4.15,0.51,0.0,0.42
41280,Silvia Calderoni,['tm972519'],1,4.15,0.51,4.15,0.51,0.0,0.42
41281,Fabrizio Ferracane,['tm972519'],1,4.15,0.51,4.15,0.51,0.0,0.42
41282,Sergio Albelli,['tm972519'],1,4.15,0.51,4.15,0.51,0.0,0.42
41283,Giacomo Ferrara,['tm972519'],1,4.15,0.51,4.15,0.51,0.0,0.42
41284,Anita Caprioli,['tm972519'],1,4.15,0.51,4.15,0.51,0.0,0.42
41285,Federico Ielapi,['tm972519'],1,4.15,0.51,4.15,0.51,0.0,0.42
41286,Esther Elisha,['tm972519'],1,4.15,0.51,4.15,0.51,0.0,0.42
41287,Cary Elwes,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41288,Lee Ross,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41289,Andi Osho,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41290,Eilidh Loan,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41291,Stephen Oswald,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41292,Vanessa Grasse,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41293,Desiree Burch,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41294,Anthony Strachan,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41295,John Stahl,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41296,Timothy Barrow,['tm1003725'],1,5.65,0.6,5.65,0.6,0.0,0.57
41297,Erica Wessels,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41298,Hlubi Mboya,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41299,Lizz Meiring,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41300,Israel Makoe,"['tm1036270', 'tm1150800']",2,12.4,1.01,6.2,0.505,0.22,0.62
41301,Brendon Daniels,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41302,Mothusi Magano,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41303,J.P.  Du Plessis,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41304,Ben Kruger ,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41305,Federico Fernandez,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41306,Matt Stern,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41307,Mampho Brescia,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41308,Leshego Molokwane,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41309,Cindy Swanepoel,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41310,Tamarin du Toit,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41311,Nomvelo Makhanya,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41312,Rafiq Jajbhay,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41313,Khutjo Green,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41314,Marcus Mabusela,['tm1036270'],1,6.25,0.61,6.25,0.61,0.0,0.62
41315,Miri Pérez-Cabrero,['tm876608'],1,6.0,0.56,6.0,0.56,0.0,0.6
41316,Roger Berruezo,['tm876608'],1,6.0,0.56,6.0,0.56,0.0,0.6
41317,Ignacio Montes,['tm876608'],1,6.0,0.56,6.0,0.56,0.0,0.6
41318,Claudia Galán,['tm876608'],1,6.0,0.56,6.0,0.56,0.0,0.6
41319,Carlo Constanzia,['tm876608'],1,6.0,0.56,6.0,0.56,0.0,0.6
41320,Miguel Herrera,['tm876608'],1,6.0,0.56,6.0,0.56,0.0,0.6
41321,Kiko Mizuhara,['tm1000797'],1,6.05,0.6,6.05,0.6,0.0,0.6
41322,Honami Sato,['tm1000797'],1,6.05,0.6,6.05,0.6,0.0,0.6
41323,Yoko Maki,['tm1000797'],1,6.05,0.6,6.05,0.6,0.0,0.6
41324,Tetsushi Tanaka,['tm1000797'],1,6.05,0.6,6.05,0.6,0.0,0.6
41325,Sara Minami,['tm1000797'],1,6.05,0.6,6.05,0.6,0.0,0.6
41326,Yui Uemura,['tm1000797'],1,6.05,0.6,6.05,0.6,0.0,0.6
41327,Shinya Niiro,['tm1000797'],1,6.05,0.6,6.05,0.6,0.0,0.6
41328,Setsuko Karasuma,['tm1000797'],1,6.05,0.6,6.05,0.6,0.0,0.6
41329,Aaron Barashi,['tm1096880'],1,6.85,0.32,6.85,0.32,0.0,0.68
41330,Henri Charles,['tm1096880'],1,6.85,0.32,6.85,0.32,0.0,0.68
41331,Dai Tabuchi,['tm1096880'],1,6.85,0.32,6.85,0.32,0.0,0.68
41332,Thomas Santoro,['tm1096880'],1,6.85,0.32,6.85,0.32,0.0,0.68
41333,Evany Rosen,['tm1096880'],1,6.85,0.32,6.85,0.32,0.0,0.68
41334,Addison Holley,['tm1096880'],1,6.85,0.32,6.85,0.32,0.0,0.68
41335,Ronit Kamra,['tm858287'],1,7.25,0.66,7.25,0.66,0.0,0.73
41336,Rituraj Singh,['tm858287'],1,7.25,0.66,7.25,0.66,0.0,0.73
41337,Geetika Mehandru,['tm858287'],1,7.25,0.66,7.25,0.66,0.0,0.73
41338,Saurabh Pandey,['tm858287'],1,7.25,0.66,7.25,0.66,0.0,0.73
41339,Rudrashish Majumdar,['tm858287'],1,7.25,0.66,7.25,0.66,0.0,0.73
41340,Sunil Saraswat,['tm858287'],1,7.25,0.66,7.25,0.66,0.0,0.73
41341,Abhishek Madrecha,['tm858287'],1,7.25,0.66,7.25,0.66,0.0,0.73
41342,Sanjiv Chopra,['tm858287'],1,7.25,0.66,7.25,0.66,0.0,0.73
41343,Shamaun Ahmed,['tm990835'],1,5.15,0.6,5.15,0.6,0.0,0.52
41344,Vatsal Sheth,['tm990835'],1,5.15,0.6,5.15,0.6,0.0,0.52
41345,Natasha Benton,['tm990835'],1,5.15,0.6,5.15,0.6,0.0,0.52
41346,Nisha Aaliya,['tm990835'],1,5.15,0.6,5.15,0.6,0.0,0.52
41347,Richie Lawrence,['tm990835'],1,5.15,0.6,5.15,0.6,0.0,0.52
41348,Diljohn Singh,['tm990835'],1,5.15,0.6,5.15,0.6,0.0,0.52
41349,Tanea Heke,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41350,Briar Grace Smith,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41351,Cian Elyse White,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41352,Miriama Smith,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41353,Kirk Torrance,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41354,Calvin Tuteao,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41355,Sylvia Rands,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41356,Hariata Moriarty,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41357,Erroll Anderson,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41358,Gentiane Lupi,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41359,Freya Milner,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41360,Himiona Grace,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41361,Jonathon Hendry,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41362,Jim Moriarty,['tm993435'],1,7.1,0.38,7.1,0.38,0.0,0.71
41363,Panisara Rikulsurakan,['tm1064532'],1,5.6,0.57,5.6,0.57,0.0,0.56
41364,Kay Lertsittichai,['tm1064532'],1,5.6,0.57,5.6,0.57,0.0,0.56
41365,Supanaree Sutavijitvong,['tm1064532'],1,5.6,0.57,5.6,0.57,0.0,0.56
41366,Krit Jeerapattananuwong,['tm1064532'],1,5.6,0.57,5.6,0.57,0.0,0.56
