id,name,title,imdb_score,tmdb_score,imdb_votes,tmdb_popularity,nor_imdb_vote,nor_tmdb_popularity,weighted_average_popularity
tm700,Roland Emmerich,"10,000 BC",5.1,5.4,130813.0,24.671,0.78,0.64,0.71
tm101249,Kevin Smith,Cop Out,5.5,5.6,88026.0,13.63,0.75,0.59,0.67
tm161263,Bruce Hunt,The Cave,5.1,5.3,38734.0,13.695,0.69,0.59,0.64
tm81270,Todd Phillips,Starsky & Hutch,6.1,5.8,146880.0,13.938,0.79,0.59,0.69
tm89684,Dennie Gordon,New York Minute,4.9,6.2,23476.0,11.818,0.65,0.58,0.62
tm165593,Rob Reiner,Rumor Has It...,5.5,5.6,58247.0,13.521,0.72,0.59,0.66
tm112381,Christian Charles,Comedian,6.9,6.7,6985.0,4.854,0.56,0.51,0.54
tm39487,Susannah Grant,Catch and Release,5.9,5.9,26528.0,9.435,0.66,0.56,0.61
tm43399,Ashutosh Gowariker,Lagaan: Once Upon a Time in India,8.1,7.3,111053.0,10.097,0.77,0.56,0.66
tm186461,Martin Scorsese,No Direction Home: Bob Dylan,,7.7,2591.0,7.58,0.48,0.54,0.51
tm29555,Nicole Holofcener,Friends with Money,5.8,5.1,30468.0,11.86,0.67,0.58,0.62
tm103095,Wilson Yip,Ip Man 2,7.5,7.5,104500.0,4.516,0.76,0.5,0.63
tm97070,Greg Berlanti,Life As We Know It,6.5,6.9,131623.0,40.534,0.78,0.68,0.73
tm101334,Neil LaBute,Death at a Funeral,5.7,5.8,49901.0,15.989,0.71,0.6,0.66
tm183963,John Gatins,Dreamer: Inspired By a True Story,6.8,6.9,13205.0,10.235,0.6,0.57,0.58
tm76428,Jeff Tremaine,Jackass 2.5,,6.1,2591.0,28.197,0.48,0.65,0.56
tm77649,Mennan Yapo,Premonition,5.9,6.3,78494.0,14.21,0.74,0.59,0.66
tm86924,Jessy Terrero,Soul Plane,4.5,5.3,23048.0,21.864,0.65,0.63,0.64
tm26638,Jonathan Liebesman,The Texas Chainsaw Massacre: The Beginning,5.8,6.1,72845.0,57.763,0.74,0.7,0.72
tm78189,Josef Rusnak,The Contractor,,5.6,2591.0,15.026,0.48,0.6,0.54
tm104880,Louis C.K.,Louis C.K.: Hilarious,8.4,7.9,12089.0,5.717,0.6,0.52,0.56
tm22294,John Whitesell,Deck the Halls,5.0,5.5,27936.0,11.999,0.66,0.58,0.62
tm100015,John Luessenhop,Takers,6.2,6.228,62464.0,15.872,0.72,0.6,0.66
tm83786,Aamir Khan,Like Stars on Earth,8.3,8.012,189685.0,17.66,0.81,0.61,0.71
tm130574,Marc Lawrence,Did You Hear About the Morgans?,4.9,5.4,40551.0,12.459,0.69,0.58,0.64
tm114476,Rob Minkoff,Stuart Little 2,5.5,5.733,54193.0,36.691,0.71,0.67,0.69
tm118462,Don Michael Paul,Half Past Dead,4.6,5.2,15740.0,12.906,0.62,0.58,0.6
tm86995,Joe Roth,Christmas with the Kranks,5.4,6.1,49302.0,17.708,0.71,0.61,0.66
tm97544,Ben Gluck,Alpha and Omega,5.1,5.9,14362.0,13.523,0.61,0.59,0.6
tm53999,Matthew O'Callaghan,Open Season 2,,5.8,2591.0,18.558,0.48,0.61,0.54
tm164557,Alan Mak,Initial D,6.3,6.7,8678.0,18.607,0.57,0.61,0.59
tm164557,Andrew Lau,Initial D,6.3,6.7,8678.0,18.607,0.57,0.61,0.59
tm80059,Hajime Kamegaki,Naruto Shippuden the Movie,6.7,7.2,4090.0,316.471,0.51,0.84,0.68
tm135451,Thomas Carter,Gifted Hands: The Ben Carson Story,7.6,7.8,10881.0,43.409,0.59,0.68,0.64
tm71558,Ricardo Arnaiz,The Legend of the Nahuala,6.1,7.6,511.0,47.66,0.35,0.69,0.52
tm134235,Munehisa Sakai,One Piece: Strong World,7.5,7.5,5467.0,39.946,0.54,0.68,0.61
tm160800,Tony Giglio,Chaos,6.4,6.3,54900.0,17.029,0.71,0.61,0.66
tm22342,Vondie Curtis-Hall,Waist Deep,5.8,6.6,9990.0,15.58,0.58,0.6,0.59
tm22636,Mike Clattenburg,Trailer Park Boys: The Movie,7.1,6.7,12910.0,6.191,0.6,0.53,0.56
tm85549,Janja Glogovac,Tito,7.2,7.8,3214.0,1.814,0.5,0.43,0.46
tm100688,Icíar Bollaín,Even the Rain,7.4,6.9,13533.0,8.526,0.61,0.55,0.58
tm22493,Gary Binkow,Katt Williams: The Pimp Chronicles Pt. 1,7.6,6.5,1819.0,3.787,0.45,0.49,0.47
tm22493,Anthony Williams,Katt Williams: The Pimp Chronicles Pt. 1,7.6,6.5,1819.0,3.787,0.45,0.49,0.47
tm103732,Vikramaditya Motwane,Udaan,8.1,7.3,44862.0,5.019,0.7,0.51,0.6
tm73058,Farah Khan,Om Shanti Om,6.7,7.021,43052.0,11.847,0.7,0.58,0.64
tm138497,Mike Clattenburg,Trailer Park Boys: Countdown to Liquor Day,7.3,6.8,7488.0,4.683,0.56,0.5,0.53
tm36475,Karan Johar,Kabhi Khushi Kabhie Gham,7.4,7.9,49273.0,13.699,0.71,0.59,0.65
tm144345,Nikkhil Advani,Kal Ho Naa Ho,7.9,7.5,68551.0,12.001,0.73,0.58,0.66
tm76835,Imtiaz Ali,Jab We Met,7.9,7.4,52531.0,8.69,0.71,0.55,0.63
tm38896,Phedon Papamichael,From Within,5.6,5.6,7650.0,7.282,0.56,0.54,0.55
tm86051,Anurag Kashyap,Black Friday,8.4,7.4,20768.0,5.753,0.64,0.52,0.58
tm29269,Ashutosh Gowariker,Jodhaa Akbar,7.5,7.4,32440.0,11.959,0.67,0.58,0.62
tm91046,Mohamed Diab,"Cairo 6,7,8",7.4,7.7,4421.0,4.431,0.52,0.5,0.51
tm75022,Michael Blieden,Zach Galifianakis: Live at the Purple Onion,7.2,7.0,3977.0,4.43,0.51,0.5,0.5
tm41508,David E. Talbert,First Sunday,4.5,5.6,10927.0,8.809,0.59,0.55,0.57
tm49405,Toshiya Shinohara,Inuyasha the Movie: Affections Touching Across Time,7.2,7.6,2593.0,36.262,0.48,0.67,0.57
tm82765,Ashutosh Gowariker,Swades,8.1,7.4,89556.0,10.352,0.75,0.57,0.66
tm33981,Erik Canuel,Bon Cop Bad Cop,6.5,6.4,61.0,7.956,0.19,0.55,0.37
tm95238,Eric Bross,The Boy Who Cried Werewolf,5.9,6.4,3315.0,17.774,0.5,0.61,0.55
tm32885,Rakeysh Omprakash Mehra,Rang De Basanti,8.1,7.2,118477.0,6.848,0.77,0.53,0.65
tm72587,Mani Ratnam,Guru,7.7,6.7,23708.0,8.071,0.65,0.55,0.6
tm99776,John Fortenberry,Whitney Cummings: Money Shot,6.2,5.9,917.0,2.718,0.4,0.46,0.43
tm83175,Anees Bazmee,Welcome,7.0,6.5,22243.0,8.815,0.64,0.55,0.6
tm139349,Troy Miller,Jim Gaffigan: King Baby,7.7,7.0,2564.0,4.283,0.48,0.5,0.49
tm59880,Cisco Henson,Mike Birbiglia: What I Should Have Said Was Nothing,7.6,7.5,1794.0,3.826,0.45,0.49,0.47
tm61056,Farhan Akhtar,Dil Chahta Hai,8.1,7.0,71586.0,5.704,0.73,0.52,0.62
tm129763,Sundar C,Anbe Sivam,8.7,7.5,21167.0,4.634,0.64,0.5,0.57
tm44378,Pablo Larraín,Tony Manero,6.8,6.3,4255.0,3.891,0.52,0.49,0.5
tm25842,Julia Reichert,A Lion in the House,8.7,6.5,324.0,2.821,0.32,0.46,0.39
tm25842,Steven Bognar,A Lion in the House,8.7,6.5,324.0,2.821,0.32,0.46,0.39
tm34846,Noriyuki Abe,Bleach the Movie: Fade to Black,7.1,7.0,2207.0,40.732,0.47,0.68,0.57
tm71119,C.B. Harding,Delta Farce,3.6,5.0,11177.0,10.367,0.59,0.57,0.58
tm170873,David Lee Miller,My Suicide,7.0,6.1,1981.0,2.951,0.46,0.47,0.46
tm22540,Neeraj Vora,Phir Hera Pheri,7.1,6.4,23119.0,8.428,0.65,0.55,0.6
tm96037,Masahiko Murata,Naruto Shippuden the Movie: The Lost Tower,6.8,7.0,3650.0,97.631,0.51,0.75,0.63
tm110923,Elia Suleiman,Divine Intervention,6.6,6.4,3598.0,2.894,0.5,0.46,0.48
tm168869,Ted Emery,Da Kath & Kim Code,7.3,6.4,928.0,1.366,0.4,0.4,0.4
tm147686,Shannon Hartman,Kevin Hart: I'm a Grown Little Man,7.5,7.3,4411.0,6.236,0.52,0.53,0.52
tm93612,Noriyuki Abe,Bleach the Movie: Hell Verse,7.4,7.4,2416.0,53.143,0.47,0.7,0.58
tm36164,Hajime Kamegaki,Naruto Shippuden the Movie: Bonds,6.8,7.2,4551.0,109.752,0.52,0.76,0.64
tm30170,Farhan Akhtar,Don,7.1,7.1,37131.0,8.892,0.68,0.55,0.62
tm29731,Priyadarshan,Chup Chup Ke,6.9,6.1,10810.0,3.942,0.59,0.49,0.54
tm147494,Masahiko Murata,Naruto Shippuden the Movie: The Will of Fire,7.0,7.3,3702.0,101.203,0.51,0.75,0.63
tm44530,Madhur Bhandarkar,Fashion,6.9,6.3,12533.0,7.048,0.6,0.54,0.57
tm89936,Ryoo Seung-wan,Arahan,6.6,6.6,3841.0,12.181,0.51,0.58,0.54
tm81461,Juan Pablo Rebella,Whisky,7.1,6.8,6293.0,5.108,0.55,0.51,0.53
tm81461,Pablo Stoll,Whisky,7.1,6.8,6293.0,5.108,0.55,0.51,0.53
tm155761,Rajkumar Santoshi,Ajab Prem Ki Ghazab Kahani,6.3,6.1,14603.0,6.675,0.61,0.53,0.57
tm48083,Laura Mañá,Te quiero,5.0,2.0,75.0,0.967,0.21,0.38,0.3
tm84348,Preston A. Whitmore II,Doing Hard Time,,5.3,2591.0,7.867,0.48,0.54,0.51
tm175687,David Zeiger,Sir! No Sir!,7.6,7.0,783.0,2.089,0.39,0.44,0.42
tm33067,Mastan Alibhai Burmawalla,Race,7.0,6.1,63.0,5.732,0.19,0.52,0.36
tm33067,Abbas Alibhai Burmawalla,Race,7.0,6.1,63.0,5.732,0.19,0.52,0.36
tm70222,Shankar,Sivaji: The Boss,7.5,7.1,19777.0,7.686,0.64,0.54,0.59
tm105278,Toshiya Shinohara,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,7.3,7.6,2148.0,30.957,0.47,0.65,0.56
tm352243,Christopher Martin,Interview with a Serial Killer,5.9,5.1,611.0,1.378,0.37,0.4,0.38
tm82718,Ömer Faruk Sorak,G.O.R.A.,8.0,7.2,62386.0,7.047,0.72,0.54,0.63
tm98975,Sanjay Leela Bhansali,Guzaarish,7.4,7.4,18603.0,5.554,0.63,0.52,0.57
tm101609,Prakash Jha,Raajneeti,7.1,6.3,17697.0,3.761,0.63,0.49,0.56
tm418157,Will Yapp,Monty Python Conquers America,,6.5,2591.0,2.177,0.48,0.44,0.46
tm39557,Abbas Tyrewala,Jaane Tu... Ya Jaane Na,7.4,6.8,26894.0,7.196,0.66,0.54,0.6
tm150521,Soi Cheang,Accident,6.6,6.6,3327.0,5.165,0.5,0.51,0.5
tm30289,Manny Rodriguez,Jeff Dunham: Arguing with Myself,8.0,6.6,4000.0,5.406,0.51,0.51,0.51
tm141117,Aziz Mirza,Chalte Chalte,6.5,6.2,15468.0,6.121,0.62,0.52,0.57
tm80339,Tensai Okamura,Naruto: Ninja Clash in the Land of Snow,6.6,7.2,6866.0,50.604,0.55,0.69,0.62
tm33729,Milan Luthria,Taxi No. 9 2 11,7.2,6.5,9964.0,2.636,0.58,0.46,0.52
tm93004,Mani Ratnam,Yuva,7.3,6.4,8929.0,3.893,0.57,0.49,0.53
tm145243,Ayan Mukerji,Wake Up Sid,7.6,7.1,31167.0,5.035,0.67,0.51,0.59
tm34524,Atsuji Shimizu,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",7.0,7.1,1233.0,51.441,0.42,0.7,0.56
tm111226,Vikram Bhatt,Awara Paagal Deewana,6.2,5.5,8393.0,5.941,0.57,0.52,0.54
tm23441,Karan Johar,Kabhi Alvida Naa Kehna,6.0,6.4,19947.0,9.421,0.64,0.56,0.6
tm166293,Vishal Bhardwaj,The Blue Umbrella,7.3,6.3,2097.0,2.177,0.46,0.44,0.45
tm24576,Toshiyuki Tsuru,Naruto: Guardians of the Crescent Moon Kingdom,6.4,7.0,4050.0,58.559,0.51,0.71,0.61
tm92977,Abhishek Chaubey,Ishqiya,7.3,6.3,10469.0,3.912,0.59,0.49,0.54
tm77348,Anurag Basu,Life in a Metro,7.4,6.4,12036.0,3.965,0.6,0.49,0.54
tm91323,Punit Malhotra,I Hate Luv Storys,5.6,5.9,8042.0,6.801,0.57,0.53,0.55
tm88366,Farah Khan,Main Hoon Na,7.0,6.9,35484.0,12.629,0.68,0.58,0.63
tm156575,Priyadarshan,Billu,6.3,6.5,11884.0,7.028,0.6,0.54,0.57
tm164389,Amol Palekar,Paheli,6.3,6.3,13263.0,6.607,0.6,0.53,0.56
tm37945,Abhishek Kapoor,Rock On!!,7.7,6.9,22092.0,4.956,0.64,0.51,0.57
tm106625,Dibakar Banerjee,"LSD: Love, Sex aur Dhokha",7.2,6.1,5684.0,3.126,0.54,0.47,0.5
tm65142,Takahiro Imamura,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,6.9,6.7,1660.0,38.807,0.45,0.67,0.56
tm99450,Danish Aslam,Break Ke Baad,5.1,5.8,4275.0,3.068,0.52,0.47,0.5
tm149209,Vishal Bhardwaj,Kaminey,7.4,6.8,17219.0,6.585,0.62,0.53,0.57
tm23977,Pablo Larraín,Fuga,6.2,5.8,1129.0,2.585,0.42,0.46,0.44
tm160596,Josef Fares,Zozo,6.5,6.0,3225.0,1.899,0.5,0.43,0.46
tm129971,Zoya Akhtar,Luck by Chance,7.1,6.5,10272.0,4.932,0.59,0.51,0.55
tm56428,Mike Clattenburg,Trailer Park Boys: Say Goodnight to the Bad Guys,7.8,7.4,3555.0,4.344,0.5,0.5,0.5
tm177687,Hirotsugu Kawasaki,Naruto: Legend of the Stone of Gelel,6.4,6.6,4380.0,41.579,0.52,0.68,0.6
tm77863,Reema Kagti,Honeymoon Travels Pvt. Ltd.,6.1,5.3,2648.0,5.216,0.48,0.51,0.5
tm80455,Navdeep Singh,Manorama Six Feet Under,7.6,6.5,8110.0,4.553,0.57,0.5,0.53
tm184732,Kiran Rao,Dhobi Ghat,7.0,6.4,13167.0,7.689,0.6,0.54,0.57
tm89764,Toshiya Shinohara,Inuyasha the Movie 4: Fire on the Mystic Island,7.2,7.7,1845.0,34.264,0.45,0.66,0.56
tm134407,Anurag Kashyap,Dev.D,7.9,6.9,30567.0,7.069,0.67,0.54,0.6
tm103133,Vijay Lalwani,Karthik Calling Karthik,7.1,6.3,12114.0,7.725,0.6,0.54,0.57
tm54147,Tarun Mansukhani,Dostana,6.5,6.2,15063.0,8.613,0.61,0.55,0.58
tm101684,Ketche,Romantik Komedi,5.3,4.7,5111.0,4.254,0.53,0.5,0.52
tm152724,Renzil D'Silva,Kurbaan,5.7,4.7,5162.0,4.865,0.53,0.51,0.52
tm96168,Milan Luthria,Once Upon a Time in Mumbaai,7.4,6.6,17642.0,4.465,0.63,0.5,0.56
tm146887,Rakeysh Omprakash Mehra,Delhi-6,6.1,5.8,7761.0,2.951,0.56,0.47,0.52
tm138902,Toshiya Shinohara,Inuyasha the Movie 3: Swords of an Honorable Ruler,7.6,7.8,2226.0,43.092,0.47,0.68,0.57
tm165809,Rohan Sippy,Bluffmaster!,6.6,5.8,6370.0,4.763,0.55,0.5,0.52
tm31335,Rohit Shetty,Golmaal Returns,5.1,5.0,7983.0,6.084,0.57,0.52,0.54
tm43179,Dibakar Banerjee,Oye Lucky! Lucky Oye!,7.7,6.9,17538.0,4.31,0.63,0.5,0.56
tm170169,Soham Shah,Kaal,4.7,4.3,5370.0,5.129,0.54,0.51,0.52
tm84316,Apoorva Lakhia,Shootout at Lokhandwala,7.1,6.5,10213.0,5.534,0.58,0.52,0.55
tm112235,Mani Ratnam,Kannathil Muthamittal,8.4,7.4,8491.0,3.739,0.57,0.48,0.52
tm368679,Satyajit Bhatkal,Madness in the Desert,8.4,7.0,379.0,1.948,0.33,0.43,0.38
tm148041,Ashutosh Gowariker,What's Your Raashee?,4.8,4.9,2732.0,1.912,0.48,0.43,0.45
tm176297,Sangeeth Sivan,Kyaa Kool Hai Hum,6.1,5.0,3537.0,4.797,0.5,0.5,0.5
tm68191,Dani Levy,My Führer,5.5,5.6,4442.0,6.795,0.52,0.53,0.52
tm352863,Joe Dante,Splatter,,3.4,2591.0,0.989,0.48,0.38,0.43
tm25029,Leste Chen,Eternal Summer,7.0,5.5,2706.0,5.577,0.48,0.52,0.5
tm237621,Kunle Afolayan,The Figurine (Araromire),4.4,4.2,251.0,1.525,0.3,0.41,0.36
tm22989,Michael Drumm,Jim Gaffigan: Beyond the Pale,7.8,7.1,3974.0,4.112,0.51,0.49,0.5
tm35652,Nishikant Kamat,Mumbai Meri Jaan,7.7,6.9,6354.0,2.955,0.55,0.47,0.51
tm80487,Bernie Denk,Spookley the Square Pumpkin,,4.6,2591.0,1.552,0.48,0.41,0.44
tm44634,Paul Miller,Kevin James: Sweat the Small Stuff,7.4,7.4,1087.0,1.596,0.41,0.42,0.42
tm22558,Yasmin Ahmad,Mukhsin,7.3,6.8,388.0,2.223,0.33,0.44,0.38
tm52352,Ava DuVernay,This Is the Life,6.3,7.4,264.0,1.859,0.3,0.43,0.36
tm104349,Ryoo Seung-wan,The Unjust,6.6,6.4,2217.0,5.963,0.47,0.52,0.5
tm85243,Mike Clattenburg,The Trailer Park Boys Xmas Special,8.0,7.3,3446.0,3.971,0.5,0.49,0.5
tm36636,Sachin Yardi,C Kkompany,5.5,5.7,1136.0,1.831,0.42,0.43,0.42
tm226362,Philippe Aractingi,Bosta,6.4,5.0,605.0,1.623,0.37,0.42,0.4
tm145690,Kingsley Ogoro,Osuofia in London,,5.5,2591.0,1.4,0.48,0.41,0.44
tm145690,Simi Opeoluwa,Osuofia in London,,5.5,2591.0,1.4,0.48,0.41,0.44
tm31564,Kevin Bray,Linewatch,5.4,5.2,2884.0,3.972,0.49,0.49,0.49
tm41953,Matt Askem,Tim Minchin: So F**king Rock Live,,6.9,2591.0,2.714,0.48,0.46,0.47
tm98475,Siddharth P. Malhotra,We Are Family,5.6,5.9,3166.0,2.767,0.49,0.46,0.48
tm95434,Pang Ho-cheung,Love in a Puff,7.1,7.1,2625.0,3.347,0.48,0.48,0.48
tm96595,Farhan Akhtar,Lakshya,7.8,6.6,23262.0,7.299,0.65,0.54,0.6
tm87909,Dianna Basso,Thomas & Friends: Thomas and the Jet Engine,,8.0,2591.0,1.751,0.48,0.42,0.45
tm87909,Joey So,Thomas & Friends: Thomas and the Jet Engine,,8.0,2591.0,1.751,0.48,0.42,0.45
tm154802,Deimantas Narkevičius,Agyaat,2.9,4.1,680.0,2.599,0.38,0.46,0.42
tm51493,Yılmaz Erdoğan,Vizontele,8.0,7.2,36540.0,7.17,0.68,0.54,0.61
tm97982,Habib Faisal,Do Dooni Chaar,7.5,6.4,5594.0,1.559,0.54,0.41,0.48
tm52176,Shyam Benegal,Welcome to Sajjanpur,6.9,5.6,3259.0,1.823,0.5,0.43,0.46
tm102848,Anusha Rizvi,Peepli Live,7.4,7.3,12309.0,3.404,0.6,0.48,0.54
tm114504,Rajkumar Santoshi,The Legend of Bhagat Singh,8.1,6.9,16340.0,3.79,0.62,0.49,0.55
tm340006,Takehiko Watanabe,Banyuki,7.1,,17.0,0.843,0.09,0.36,0.22
tm154375,Prem Soni,Main Aurr Mrs Khanna,3.4,3.9,3173.0,2.81,0.49,0.46,0.48
tm134140,Ken Ghosh,Ishq Vishk,6.1,5.8,4255.0,3.717,0.52,0.48,0.5
tm27484,Aziz Mirza,Kismat Konnection,5.3,4.9,5637.0,4.743,0.54,0.5,0.52
tm81864,Benz Kong,Twins Mission,5.2,5.0,695.0,5.828,0.38,0.52,0.45
tm241875,G.J. Echternkamp,Frank & Cindy,6.9,7.0,348.0,0.943,0.33,0.37,0.35
tm29028,Annemarie Jacir,Salt of This Sea,6.8,6.3,1235.0,1.738,0.42,0.42,0.42
tm164591,Prakash Jha,Apaharan,7.4,6.3,4773.0,3.86,0.53,0.49,0.51
tm130301,Prakash Jha,Gangaajal,7.8,6.3,17148.0,2.417,0.62,0.45,0.54
tm712151,,Laugh Out Loud,7.0,,13.0,5.862,0.07,0.52,0.3
tm91176,Chineze Anyaene,Ijé: The Journey,6.2,,110.0,1.394,0.24,0.41,0.32
tm143510,Paresh Mokashi,Harishchandrachi Factory,8.4,7.0,2498.0,2.115,0.48,0.44,0.46
tm308960,Paul M. Green,Gina Yashere: Skinny B*tch,6.5,6.5,86.0,0.955,0.22,0.37,0.3
tm144835,Greg Barker,Sergio,7.4,8.1,887.0,2.51,0.4,0.45,0.43
tm135795,Randa Chahal Sabbag,The Kite,6.4,5.0,743.0,1.383,0.38,0.4,0.39
tm34924,Dante Lam,Beast Stalker,6.8,6.7,2219.0,4.046,0.47,0.49,0.48
tm49865,Raj Kumar Gupta,Aamir,7.6,6.9,11290.0,4.053,0.59,0.49,0.54
tm598375,Rajiv Chilaka,Chhota Bheem Aur Krishna,6.4,6.8,327.0,1.113,0.32,0.39,0.36
tm96052,Eduardo Pinto,Palermo Hollywood,5.3,5.3,203.0,2.239,0.28,0.44,0.36
tm62369,Benny Chan,Connected,6.6,6.3,2291.0,4.903,0.47,0.51,0.49
tm32915,,EMI,4.4,7.0,609.0,1.507,0.37,0.41,0.39
tm254052,Anil V. Kumar,Kucch To Hai,4.3,4.2,920.0,1.84,0.4,0.43,0.42
tm254052,Anurag Basu,Kucch To Hai,4.3,4.2,920.0,1.84,0.4,0.43,0.42
tm91125,Ken Ghosh,Fida,5.4,5.2,2638.0,2.932,0.48,0.47,0.48
tm100106,Cathy Garcia-Molina,My Amnesia Girl,6.7,6.4,432.0,2.228,0.34,0.44,0.39
tm85689,Santram Varma,Krishna Cottage,5.1,5.5,1178.0,1.357,0.42,0.4,0.41
tm38454,Michael Simon,Jeff Dunham's Very Special Christmas Special,7.4,6.9,3042.0,2.581,0.49,0.45,0.47
tm57586,Apoorva Lakhia,Mission Istaanbul,3.4,3.2,1169.0,1.009,0.42,0.38,0.4
tm76029,Philippe Aractingi,Under the Bombs,7.0,6.4,1655.0,2.151,0.45,0.44,0.44
tm42831,David Dhawan,Kyo Kii... Main Jhuth Nahin Bolta,5.3,5.4,2232.0,2.593,0.47,0.46,0.46
tm216753,Everardo González,Old Thieves: The Legend of Artegio,8.0,7.4,317.0,1.743,0.32,0.42,0.37
tm168751,,Stray Bullet,6.3,5.3,368.0,0.958,0.33,0.38,0.36
tm101540,Shyam Benegal,Well Done Abba,7.2,5.3,1902.0,1.798,0.46,0.43,0.44
tm142153,Puneet Sira,Kisaan,5.5,6.3,305.0,1.844,0.32,0.43,0.38
tm92671,Felix Chong,Once a Gangster,5.7,6.3,500.0,3.253,0.35,0.47,0.41
tm88343,Sasi Shankar,Perazhagan,6.4,6.6,1524.0,4.414,0.44,0.5,0.47
tm628693,Deepti Naval,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",6.5,6.2,212.0,1.299,0.29,0.4,0.34
tm155774,Najwa Najjar,Pomegranates and Myrrh,6.2,6.7,253.0,2.784,0.3,0.46,0.38
tm46867,P. Vasu,Kuselan,4.8,6.3,1034.0,1.006,0.41,0.38,0.4
tm95507,Ken Ghosh,Chance Pe Dance,4.8,5.3,2979.0,3.357,0.49,0.48,0.48
tm75544,Vivek Agnihotri,Dhan Dhana Dhan Goal,5.0,5.3,2635.0,5.282,0.48,0.51,0.5
tm144263,Indrajit Nattooji,Aagey Se Right,5.2,5.0,411.0,1.216,0.34,0.39,0.36
tm21155,Michel Kammoun,Falafel,6.7,5.5,217.0,1.152,0.29,0.39,0.34
tm85369,Milan Luthria,Hattrick,4.3,5.0,495.0,2.115,0.35,0.44,0.4
tm341561,Annemarie Jacir,Like Twenty Impossibles,,6.5,2591.0,0.812,0.48,0.36,0.42
tm140653,Andrew Lau,Look for a Star,5.6,5.1,719.0,2.345,0.38,0.45,0.42
tm311516,Partho Mitra,Koi Aap Sa,5.5,7.2,262.0,1.445,0.3,0.41,0.36
tm152413,Yasmin Ahmad,Talentime,7.4,4.8,214.0,1.387,0.29,0.4,0.34
tm130999,Umesh Shukla,Dhoondte Reh Jaaoge,5.6,4.5,819.0,2.528,0.39,0.45,0.42
tm28024,Cathy Garcia-Molina,A Very Special Love,6.5,7.3,391.0,2.281,0.33,0.44,0.38
tm1077037,,Chhota Bheem & Krishna: Pataliputra- City of the Dead,,,2591.0,5.862,0.48,0.52,0.5
tm85563,Newton I. Aduaka,Ezra,6.4,5.7,274.0,2.368,0.31,0.45,0.38
tm254745,Mai Masri,Frontiers of Dreams and Fears,8.2,,55.0,0.916,0.18,0.37,0.28
tm76399,Maryo J. de los Reyes,A Love Story,6.4,5.2,142.0,2.011,0.26,0.43,0.34
tm481594,,Bheem vs Aliens,7.6,,38.0,5.862,0.16,0.52,0.34
tm639940,Mahmood Ali-Balogun,Tango with Me,6.3,,46.0,0.6,0.17,0.34,0.26
tm404676,,To and from New York,,5.8,2591.0,1.401,0.48,0.41,0.44
tm89054,Kingsley Ogoro,Osuofia in London 2,,,2591.0,1.091,0.48,0.39,0.44
tm252951,Todd S. Yellin,Brother's Shadow,6.1,7.0,152.0,0.999,0.26,0.38,0.32
tm87672,Yasmin Ahmad,Rabun,7.6,7.0,85.0,1.201,0.22,0.39,0.3
tm68272,Nima Nourizadeh,Project X,6.6,6.8,207830.0,148.44,0.82,0.78,0.8
tm61801,Kathryn Bigelow,Zero Dark Thirty,7.4,7.0,296416.0,24.241,0.84,0.63,0.74
tm44730,Marc Webb,The Amazing Spider-Man,6.9,6.7,646119.0,159.056,0.9,0.79,0.84
tm39888,Christopher Nolan,The Dark Knight Rises,8.4,7.768,1669067.0,91.76,0.98,0.74,0.86
tm166978,Brad Bird,Mission: Impossible - Ghost Protocol,7.4,7.0,485301.0,76.839,0.88,0.73,0.8
tm170442,J.C. Chandor,Margin Call,7.1,6.8,128874.0,14.851,0.78,0.6,0.69
tm41792,Quentin Tarantino,Django Unchained,8.4,8.15,1472668.0,66.924,0.97,0.72,0.84
tm32982,Tom Hooper,Les Misérables,7.5,7.3,327017.0,21.858,0.85,0.63,0.74
tm60292,Ben Affleck,Argo,7.7,7.3,600392.0,18.069,0.9,0.61,0.76
tm171885,Jennifer Yuh Nelson,Kung Fu Panda 2,7.2,6.9,280433.0,69.551,0.84,0.72,0.78
tm158304,Steven Soderbergh,Contagion,6.8,6.6,301531.0,33.992,0.84,0.66,0.75
tm178201,Guy Ritchie,Sherlock Holmes: A Game of Shadows,7.4,7.1,449965.0,51.119,0.88,0.69,0.78
tm36237,Baltasar Kormákur,Contraband,6.4,6.3,122383.0,46.41,0.78,0.69,0.74
tm40319,Oliver Stone,Savages,6.4,6.4,129746.0,15.525,0.78,0.6,0.69
tm39896,Tim Burton,Dark Shadows,6.2,6.0,265626.0,48.204,0.83,0.69,0.76
tm74848,Len Wiseman,Total Recall,6.2,5.967,253352.0,51.651,0.83,0.7,0.76
tm168921,Raja Gosnell,The Smurfs,5.4,5.8,90097.0,56.324,0.75,0.7,0.72
tm160132,Sean McNamara,Soul Surfer,7.0,7.1,49599.0,42.736,0.71,0.68,0.7
tm49592,Lisa Azuelos,LOL,4.3,6.1,55976.0,14.465,0.72,0.59,0.66
tm167232,Jaume Collet-Serra,Unknown,6.8,6.7,260783.0,63.884,0.83,0.71,0.77
tm38980,Peter Ramsey,Rise of the Guardians,7.2,7.4,173157.0,52.108,0.8,0.7,0.75
tm69926,Frank Coraci,Here Comes the Boom,6.4,6.2,90126.0,15.732,0.75,0.6,0.68
