,name,movie_directed,num_of_movie,sum_score,sum_nor_popularity,avg_score,avg_nor_popularity,nor_movie_count,scaled_avg_score
444,Shakun Batra,"['tm48239', 'tm233344', 'tm1033803']",3,18.1,15.9,6.033333333333334,5.3,2.9478373494331396,0.6
445,Mysskin,"['tm54371', 'tm477006']",2,10.45,9.5,5.225,4.75,1.7243743076436346,0.52
446,Siddique,['tm174518'],1,4.949999999999999,6.0,4.949999999999999,6.0,0.0,0.49
447,Craig Freimond,['tm70528'],1,6.5,4.0,6.5,4.0,0.0,0.65
448,Sachin Kundalkar,"['tm42306', 'tm1127479']",2,11.3,9.6,5.65,4.8,1.7243743076436346,0.57
449,Mandeep Kumar,['tm39606'],1,6.0,5.0,6.0,5.0,0.0,0.6
450,Pawan Kripalani,['tm167241'],1,4.449999999999999,4.6000000000000005,4.449999999999999,4.6000000000000005,0.0,0.44
451,B. Unnikrishnan,['tm71992'],1,6.7,4.699999999999999,6.7,4.699999999999999,0.0,0.67
452,Cho Keun-hyun,['tm31948'],1,6.65,4.8,6.65,4.8,0.0,0.66
453,Ribhu Dasgupta,"['tm166810', 'tm233366', 'tm990835']",3,17.65,15.0,5.883333333333333,5.0,2.9478373494331396,0.59
454,Janet Chun,['tm37573'],1,5.0,4.1,5.0,4.1,0.0,0.5
455,Hing-Ka Chan,['tm37573'],1,5.0,4.1,5.0,4.1,0.0,0.5
456,Chad Eikhoff,['tm169128'],1,3.9,4.0,3.9,4.0,0.0,0.39
457,Puri Jagannath,['tm172353'],1,5.4,4.6000000000000005,5.4,4.6000000000000005,0.0,0.54
458,Sameer Sharma,['tm34746'],1,6.449999999999999,4.8,6.449999999999999,4.8,0.0,0.64
459,Jun Robles Lana,"['tm29400', 'tm428483', 'tm839761', 'tm822167']",4,26.500000000000004,15.2,6.625000000000001,3.8,3.8968290113739616,0.66
460,Vishal Mahadkar,['tm53360'],1,5.55,5.5,5.55,5.5,0.0,0.56
461,Bejoy Nambiar,"['tm180532', 'tm66466']",2,13.7,11.0,6.8500000000000005,5.5,1.7243743076436346,0.68
462,Amr Salama,['tm162592'],1,8.2,4.8,8.2,4.8,0.0,0.82
463,A. L. Vijay,"['tm70652', 'tm467804', 'tm855340']",3,16.6,14.6,5.533333333333334,4.866666666666667,2.9478373494331396,0.55
464,Hanung Bramantyo,"['tm172211', 'tm316923', 'tm814953', 'tm851599']",4,28.4,15.400000000000002,7.1,3.850000000000001,3.8968290113739616,0.71
465,Saji Surendran,['tm57256'],1,4.1,3.6,4.1,3.6,0.0,0.41
466,Andrew Wessels,['tm53829'],1,5.65,3.4000000000000004,5.65,3.4000000000000004,0.0,0.57
467,Jay Chapman,"['tm51412', 'tm152904', 'tm151210', 'tm149541', 'tm177376', 'tm220473', 'tm361770', 'tm316744', 'tm346390', 'tm362047', 'tm430496', 'tm1130275']",12,78.10000000000001,50.2,6.508333333333334,4.183333333333334,7.960457061029011,0.65
468,Olivia M. Lamasan,"['tm38331', 'tm156397', 'tm244380']",3,20.15,11.0,6.716666666666666,3.6666666666666665,2.9478373494331396,0.67
469,N. Linguswamy,"['tm30278', 'tm157062']",2,11.95,10.0,5.975,5.0,1.7243743076436346,0.6
470,Rajan Madhav,['tm165932'],1,6.3,3.5,6.3,3.5,0.0,0.63
471,Mahdi Fleifel,"['tm63368', 'tm163066', 'tm350044', 'tm321563', 'tm852207']",5,32.75,21.1,6.55,4.220000000000001,4.672211657076773,0.66
472,Raaghav Dar,['tm235979'],1,5.15,3.7,5.15,3.7,0.0,0.52
473,Daniel Joseph,['tm946846'],1,6.4,4.1,6.4,4.1,0.0,0.64
474,Bahij Hojeij,['tm181366'],1,6.4,2.8000000000000003,6.4,2.8000000000000003,0.0,0.64
475,Ruel S. Bayani,"['tm60213', 'tm159623']",2,10.95,7.5,5.475,3.75,1.7243743076436346,0.55
476,Wenn V. Deramas,"['tm34646', 'tm145658', 'tm233570']",3,13.5,11.3,4.5,3.766666666666667,2.9478373494331396,0.45
477,Susan Youssef,"['tm172504', 'tm813423', 'tm840152']",3,19.05,10.6,6.3500000000000005,3.5333333333333337,2.9478373494331396,0.64
478,Paul King,['tm140389'],1,7.15,7.199999999999999,7.15,7.199999999999999,0.0,0.72
479,David Robert Mitchell,['tm150928'],1,6.699999999999999,8.0,6.699999999999999,8.0,0.0,0.67
480,Morten Tyldum,['tm140877'],1,8.0,8.0,8.0,8.0,0.0,0.8
481,Ron Howard,"['tm176864', 'tm849022']",2,14.65,14.0,7.325,7.0,1.7243743076436346,0.73
482,Dan Gilroy,"['tm151663', 'tm332071']",2,13.25,14.6,6.625,7.300000000000001,1.7243743076436346,0.66
483,Theodore Melfi,"['tm145655', 'tm1021871']",2,13.85,13.0,6.925,6.5,1.7243743076436346,0.69
484,Dean DeBlois,['tm134967'],1,7.75,8.100000000000001,7.75,8.100000000000001,0.0,0.78
485,John Carney,['tm143227'],1,7.35,7.0,7.35,7.0,0.0,0.74
486,Brian Helgeland,"['tm169719', 'tm195209']",2,14.25,15.0,7.125,7.5,1.7243743076436346,0.71
487,Scott Stewart,['tm175843'],1,6.3,6.800000000000001,6.3,6.800000000000001,0.0,0.63
488,Woody Allen,['tm163686'],1,7.15,6.9,7.15,6.9,0.0,0.72
489,Patrick Brice,"['tm151807', 'tm317566', 'tm1110150']",3,17.9,19.6,5.966666666666666,6.533333333333334,2.9478373494331396,0.6
490,Andrew Fleming,['tm151764'],1,6.6,6.0,6.6,6.0,0.0,0.66
491,Phillip Noyce,['tm153284'],1,6.45,6.9,6.45,6.9,0.0,0.64
492,Justin Chadwick,['tm165967'],1,7.0,6.0,7.0,6.0,0.0,0.7
493,Eli Roth,['tm161525'],1,5.5,6.800000000000001,5.5,6.800000000000001,0.0,0.55
494,Dito Montiel,"['tm168400', 'tm294581']",2,10.25,12.1,5.125,6.050000000000001,1.7243743076436346,0.51
495,Simon J. Smith,['tm161282'],1,6.55,7.4,6.55,7.4,0.0,0.66
496,Eric Darnell,['tm161282'],1,6.55,7.4,6.55,7.4,0.0,0.66
497,Scott Frank,['tm148671'],1,6.4,7.4,6.4,7.4,0.0,0.64
498,Brad Anderson,"['tm171042', 'tm244332', 'tm447963']",3,19.65,20.3,6.55,6.766666666666667,2.9478373494331396,0.66
499,Malcolm D. Lee,['tm178712'],1,4.15,7.5,4.15,7.5,0.0,0.42
500,Stephen Frears,"['tm187279', 'tm285107']",2,14.4,12.9,7.2,6.45,1.7243743076436346,0.72
501,Steven Knight,['tm165521'],1,6.15,5.9,6.15,5.9,0.0,0.62
502,Sergei Bodrov,['tm141648'],1,5.5,7.199999999999999,5.5,7.199999999999999,0.0,0.55
503,Lee Daniels,['tm176630'],1,7.300000000000001,6.800000000000001,7.300000000000001,6.800000000000001,0.0,0.73
504,Kris Pearn,"['tm187979', 'tm849005']",2,13.05,13.7,6.525,6.85,1.7243743076436346,0.65
505,Cody Cameron,['tm187979'],1,6.35,7.4,6.35,7.4,0.0,0.64
506,Nimród Antal,['tm171228'],1,6.949999999999999,6.1,6.949999999999999,6.1,0.0,0.7
507,Scott Walker,['tm181270'],1,6.35,6.4,6.35,6.4,0.0,0.64
508,Michael John Warren,"['tm237143', 'tm324124']",2,14.35,10.5,7.175000000000001,5.25,1.7243743076436346,0.72
509,Jonathan Teplitzky,['tm181081'],1,7.0,6.2,7.0,6.2,0.0,0.7
